10000|0|128|1003|1546679458|сас|1|57061|генчик||0|1|127.0.0.1||пк сам сломался костян его выключил через разетку||
10010|0|128|1003|1546782026|сас|1|92050|лупин||0|1|127.0.0.1||я не ломал не правда это не итично ||
